"KID","BOX_NUMBER","STARTING_DEPTH","ENDING_DEPTH"
"1002886767","09811","2700","3371"
"1001196768","06996","3346","3444"
"1001196797","26768","3200","3306"
"1001196826","03780","3005","3295"
"1006022786","A4045","1500","2895"
"1001196806","26556","3250","3318"
"1002886804","70567","2680","2920"
"1001221943","00228","2800","3416"
"1001221946","43462","2850","3124"
"1001196811","28558","3050","3297"
"1001196805","06992","2635","3328"
"1001196822","54929","2750","3160"
"1006027656","B8775","2800","3435"
"1001196833","04419","2900","3388"
"1001196837","00867","3255","3483"
"1001196836","08485","2700","3436"
"1001199870","41124","3381","3384"
"1001196859","04131","2900","3384"
"1005755461","04818","3087","3333"
"1006051001","53035","3095","3350"
"1001221954","31955","3305","3405"
"1006051023","53492","2500","3422"
"1002911900","13082","2800","3357"
"1001198523","37915","2800","3273"
"1001198539","04049","2950","3280"
"1001198567","70375","2450","3313"
"1001198564","B0682","2850","3333"
"1001198553","61615","2800","3290"
"1001198568","A8787","2900","3350"
"1006020909","55514","2600","3340"
"1001198564","67686","3000","3333"
"1002886807","08462","2600","3375"
"1006024012","J7363","2500","3292"
"1006028802","C7635","2600","3336"
"1001198556","42119","2600","3305"
"1006029573","64548","2600","3368"
"1001198563","28891","3300","3365"
"1001198587","07364","2700","3326"
"1001198573","05028","2900","3296"
"1001198360","30899","2795","3353"
"1001198590","A9623","2640","3353"
"1001198591","28995","3300","3535"
"1001198585","43872","2600","2870"
"1006018733","05416","2900","3185"
"1006801473","49399","2305","2455"
"1001196978","27606","2600","3306"
"1001196977","18502","2600","3400"
"1002886260","31722","2700","3374"
"1001196975","27617","2800","3436"
"1006028404","C0440","3000","3460"
"1001196969","08005","2700","3350"
"1002886776","13064","2800","3391"
"1001198642","27123","2900","3253"
"1001198641","44791","2030","3150"
"1001198639","07908","2700","3297"
"1001198638","07391","2650","3215"
"1001198633","09696","2600","3290"
"1001198643","10819","2600","3313"
"1001198650","09352","2845","3305"
"1002886595","22032","3000","3320"
"1001198654","04747","2700","3280"
"1001198652","39984","2850","3281"
"1006024142","G0433","3000","3294"
"1006018986","13201","2700","3341"
"1006019676","A8828","2900","2950"
"1001198668","44839","3145","3320"
"1006024150","J7293","2600","3340"
"1001198689","60894","2000","2650"
"1002886305","30604","3300","3365"
"1001198384","24625","3300","3334"
"1044031097","E4291","2700","3345"
"1006029050","D0374","2800","3375"
"1002886784","08380","2700","3398"
"1006022998","A5049","2200","3200"
"1001198542","55227","3170","3290"
"1001199181","30194","2900","3326"
"1037989766","D7414","2500","3360"
"1038098054","D9914","2470","3080"
"1038098054","D9912","3080","3490"
"1038697773","E0018","2650","3331"
"1037989925","D7525","2700","3360"
"1043685249","E3150","2700","2880"
"1036555257","D8948","2700","3316"
"1044261959","E6236","2680","3220"
"1044261959","E6237","3220","3470"
"1044099658","E5443","2460","3330"
"1001201896","29958","3350","3428"
"1044769056","E7668","2600","3355"
"1006513064","29956","3200","3390"
"1044854157","E8941","2700","3400"
"1001197455","28802","3250","3315"
"1044948178","E9024","2200","3383"
"1044898750","E9191","2700","3260"
"1001200967","20186","3100","3228"
"1001198270","26520","3100","3330"
"1001198270","26510","2900","3100"
"1045383782","F0106","2600","3410"
"1001196756","F1332","3348","3370"
"1046652754","F3061","2600","3460"
"1006801473","01920","2800","3391"
"1001198284","25490","2900","3336"
"1001200824","55275","3095","3290"
"1001200824","55274","2600","3095"
"1045057316","E9823","2200","3415"
"1006019918","26003","3252","3371"
"1001198227","24606","3175","3300"
"1006024893","F1132","3000","3410"
"1001196459","30469","3225","3397"
"1038834341","C1595","3170","3195"
"1044975022","E9585","2750","3150"
"1001198296","25030","3350","3415"
"1044994052","E9393","2200","3388"
"1044976404","E9335","2650","2890"
"1044976404","E9340","2890","3430"
"1001221946","31461","3032","3124"
"1044994051","E9373","2180","3410"
"1001196550","09994","2600","2950"
"1002887023","40806","2800","3433"
"1001198283","47302","650","3285"
"1001198265","29571","3175","3299"
"1001198498","B0859","2600","3318"
"1001196363","51315","2600","3378"
"1006023378","01689","3044","3346"
"1006026604","A9663","2800","3362"
"1001199347","05686","0","1300"
"1001199347","05687","1300","2800"
"1006025445","B3502","2600","3315"
"1006050773","C4195","2600","3500"
"1005755681","54196","2600","3306"
"1002886975","B0838","2700","3425"
"1001198311","54677","2900","3360"
"1001196802","B7477","2650","3338"
"1001198310","54714","3370","3575"
"1006513596","54724","2800","3259"
"1006019485","54725","2500","3395"
"1006803128","54712","3364","3377"
"1001199292","C5251","2580","3304"
"1001198317","54791","2850","3362"
"1001198319","54790","2875","3381"
"1006513595","A7208","2900","3106"
"1006023378","J6011","2200","3350"
"1001196554","00803","2670","3335"
"1001196797","26821","2860","3200"
"1001198440","54873","2840","3351"
"1001198056","A7118","2900","3300"
"1001198105","56757","330","1420"
"1001198105","56758","1420","2660"
"1001202083","54811","2900","3399"
"1001197750","00729","3127","3450"
"1001201281","14749","2900","3320"
"1006022992","A4898","2300","3310"
"1001196866","19009","3075","3395"
"1006028574","C4286","3190","3329"
"1001199104","C5624","2500","3305"
"1001194030","62120","2600","3326"
"1001201803","54056","2950","3385"
"1001201803","54057","3385","3625"
"1002886764","14899","2600","3359"
"1001201007","68462","1820","2730"
"1001196740","68447","708","1400"
