KID,API,nad27_longitude,nad27_latitude,ELEVATION,ELEVATION_REFERENCE,FORMATION,TOP,BASE,SOURCE,UPDATED
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Cottonwood Limestone Member","2628","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Chesteran Stage","5404","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Exline Limestone Member","4207","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Hertha Limestone Formation","4153","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Middle Morrowan Sandstone Bed","5296","27","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Paddock Shale Member","2198","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Stark Shale Member","4088","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Wreford Limestone Formation","2446","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Wabaunsee Group","2928","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Mound City Shale Member","4195","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Funston Formation","2478","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Speiser Shale Formation","2457","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Atokan Stage","4694","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Atoka Shale Bed","4795","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Middle Morrowan Limestone Bed","4995","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Crouse Limestone Formation","2543","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Blue Rapids Shale Formation","2509","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Easly Creek Shale Formation","2553","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Eiss Limestone Member","2597","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Morrill Limestone Member","2616","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Stearns Shale Formation","2605","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Florena Shale Member","2618","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Red Shale Bed","3190","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Neva Limestone Member","2670","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Eskridge Shale Formation","2640","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Council Grove Group","2457","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Cherokee Group","4478","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Chase Group","2193","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Howe Limestone Member","2723","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Fort Scott Limestone Formation","4438","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Roca Shale Formation","2700","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Dennis Limestone Formation","4044","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Dewey Limestone Formation","3960","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Long Creek Limestone Member","2777","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Johnson Shale Formation","2753","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Excello Shale Member","4478","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Falls City Limestone Formation","2811","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Janesville Shale Formation","2805","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Iatan Limestone Member","3686","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Florence Limestone Member","2413","","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Fort Riley Limestone Member","2376","2403","HUG ELOG-EM","07/01/2003"
"1002950350","15-187-00036","-101.784216","37.5231437","3392","KB","Onaga Shale Formation","2858","","HUG ELOG-EM","07/01/2003"
