Curve,File,Unit,Min,Max,Mean,Std,Count,Range
CILD,Ladenburger_1-6.las,Unknown,0.0,1196.0927,286.8508629072957,164.5991752608476,9115,1196.0927
CILD,Mary_Ann_1-1.las,Unknown,0.0,1087.7123,231.66628622921547,144.1987078211264,8961,1087.7123
CILD,Mary_Ann_2-1.las,Unknown,0.0,1227.5305,260.49629043635537,156.85701875597624,8846,1227.5305
CILD,Mary_Ann_3-1.las,Unknown,0.0,1348.1788,256.6346530998209,159.37838946687,8936,1348.1788
CILD,Mary_Ann_4-1.las,OHM-M,-499.625,1188.7584,261.0004309531754,154.49224329882628,8991,1688.3834
CILD,Mary_Ann_5-1.las,Unknown,0.0,1284.4413,231.36598079938173,148.50752926157548,9057,1284.4413
CILD,Mary_Ann_6-1.las,OHM-M,0.0,1164.2552,227.72280136122177,141.3001555630805,9036,1164.2552
CILD,Mary_Ann_7-1.las,OHM-M,0.0,1333.3895,227.40944805696623,143.14371100647497,9058,1333.3895
CILD,Mary_Ann_8-1.las,OHM-M,0.0,1425.1545,240.135637309447,151.3415861750562,8987,1425.1545
CILD,Walter_'A'_2-1.las,NO_UNIT,-499.625,1191.2181,260.49732351339577,158.2542065747052,9182,1690.8431
CILD,Walter_1-1.las,OHM-M,0.0,1447.2839,231.01561920485918,146.78225897694614,9055,1447.2839
CILD,Walter_2-1.las,OHM-M,0.0,1297.8317,253.83802462821095,151.22027419315958,8876,1297.8317
CILD,Walter_3-1.las,Unknown,0.0,977.8577,223.59010928246644,132.40928078545662,9017,977.8577
CILD,Walter_4-1.las,Unknown,0.0,1269.0378,261.65921216747114,152.43233788778394,8909,1269.0378
CILD,Walter_5-1.las,OHM-M,0.0,1339.5098,259.6180435828877,156.46849459881827,8976,1339.5098
CILD,Walter_6-1.las,OHM-M,-242.3651,1343.526,263.10823165410994,156.29087128190673,8893,1585.8911
CILD,Walter_7-1.las,OHM-M,0.0,1217.8208,265.55960860846443,152.76584242818393,9026,1217.8208
CILD,Walter_8-1.las,Unknown,0.0,1544.9225,281.7337819147759,174.39381622074671,9035,1544.9225
CILD,Walter_Bros._1-6.las,Unknown,0.0,1664.6394,284.26117971729127,172.5929133125019,9126,1664.6394
DPOR,Downing_'B'_1-1.las,PU,-96.0614,205.5171,19.042046506502093,12.025444011140888,9074,301.5785
DPOR,Downing_1-6.las,PU,-77.3329,197.2529,23.189497241992882,17.79990992124813,8992,274.5858
DPOR,Ladenburger_'A'_1-6.las,NO_UNIT,-90.1438,213.6219,21.04661875963869,14.908590458769456,9078,303.76570000000004
DPOR,Ladenburger_'B'_1-6.las,NO_UNIT,-100.1615,159.8908,21.913556092992508,12.61569878541042,9076,260.0523
DPOR,Ladenburger_1-6.las,pu,-9.99,2.4854,0.20805898420359806,0.5209211626280715,9116,12.4754
DPOR,Mary_Ann_1-1.las,pu,-9.99,2.3124,0.185425011155734,0.6230478414635576,8964,12.3024
DPOR,Mary_Ann_2-1.las,pu,-9.99,2.2877,0.1809226779661017,0.6375887176800014,8850,12.2777
DPOR,Mary_Ann_3-1.las,pu,-9.99,1.9446,0.17821658460161147,0.6374591896167401,8936,11.9346
DPOR,Mary_Ann_4-1.las,PU,-75.9944,241.0864,20.97642102621305,14.547499780278889,8965,317.0808
DPOR,Mary_Ann_5-1.las,pu,-9.99,1.9746,0.16811781850298077,0.599239008283679,9058,11.9646
DPOR,Mary_Ann_6-1.las,PU,-94.9431,184.7444,20.137235479573715,13.121635482626012,9008,279.6875
DPOR,Mary_Ann_7-1.las,PU,-101.2643,233.9758,19.666697208684095,17.137817040966834,9028,335.2401
DPOR,Mary_Ann_8-1.las,PU,-86.1125,240.7051,20.370518291322774,12.885148391871157,8966,326.81759999999997
DPOR,Walter_'A'_2-1.las,PU,-51.5996,235.746,24.186559397840078,19.182567502470643,9167,287.3456
DPOR,Walter_1-1.las,PU,-98.2664,158.4795,21.085660668807442,11.897965285084636,9031,256.7459
DPOR,Walter_2-1.las,PU,-74.1881,214.3706,21.39499029631305,13.900879038718388,8842,288.5587
DPOR,Walter_3-1.las,pu,-9.99,1.9871,0.19952768292682924,0.5698742062672155,9020,11.9771
DPOR,Walter_4-1.las,pu,-9.99,1.7507,0.18000997643362138,0.653635157416245,8911,11.7407
DPOR,Walter_5-1.las,PU,-65.2651,217.9547,21.339460489823306,17.777003739993834,8942,283.2198
DPOR,Walter_6-1.las,PU,-82.3461,212.3702,28.841719287164448,21.68669449267202,8866,294.71630000000005
DPOR,Walter_7-1.las,PU,-86.0094,194.5833,21.16628872205539,14.808570865958695,8991,280.59270000000004
DPOR,Walter_8-1.las,pu,-9.99,2.4892,0.18936367861885786,0.6198550881981456,9036,12.4792
DPOR,Walter_Bros._1-6.las,pu,-9.99,1.7538,0.1963633683979838,0.608112205067282,9126,11.7438
SPOR,Downing_'B'_1-1.las,PU,-35.0754,166.8658,38.90439594924921,21.072730527079198,8591,201.9412
SPOR,Downing_1-6.las,PU,-35.4236,89.1623,38.259565640423034,19.456264148769115,8510,124.58590000000001
SPOR,Ladenburger_'A'_1-6.las,NO_UNIT,-35.0694,166.9048,38.6990384472122,20.46109050918846,8591,201.9742
SPOR,Ladenburger_'B'_1-6.las,NO_UNIT,-35.0766,120.7813,38.329335164067956,20.26431423370268,8594,155.8579
SPOR,Ladenburger_1-6.las,pu,-9.99,1.7046,-0.17855831505046066,2.376076012506601,9116,11.6946
SPOR,Mary_Ann_1-1.las,pu,-9.99,1.3576,-0.06918443775100402,2.1832939308348394,8964,11.3476
SPOR,Mary_Ann_2-1.las,pu,-9.99,2.475,-0.0004799887005649783,2.0504552565067766,8850,12.465
SPOR,Mary_Ann_3-1.las,pu,-9.99,1.4756,-0.2056020814682185,2.407971417148392,8936,11.4656
SPOR,Mary_Ann_4-1.las,PU,-35.4248,92.2525,37.98724329289836,19.372942814410056,8491,127.6773
SPOR,Mary_Ann_5-1.las,pu,-9.99,2.1501,-0.19919669905056292,2.410595635381127,9058,12.1401
SPOR,Mary_Ann_6-1.las,PU,-35.069,89.3991,38.16505157771262,19.538502122801003,8525,124.4681
SPOR,Mary_Ann_7-1.las,PU,-35.0762,98.8973,37.68629864786779,20.264404841860678,8653,133.9735
SPOR,Mary_Ann_8-1.las,PU,-35.0773,138.9635,38.217417157671456,19.523582635459135,8486,174.04080000000002
SPOR,Schwerdt_1-2.las,PU,-35.4215,180.4614,38.40417545359991,20.832644093410124,8653,215.8829
SPOR,Walter_'A'_2-1.las,PU,-35.0546,113.2388,37.85765486200071,19.56895180324962,8587,148.2934
SPOR,Walter_1-1.las,PU,-35.0758,149.8524,41.85181421557166,26.11569171883864,8554,184.9282
SPOR,Walter_2-1.las,PU,-35.4288,100.5541,37.98725128358208,19.42998804660455,8375,135.9829
SPOR,Walter_3-1.las,pu,-9.99,0.973,-0.08287930155210649,2.159715322122427,9020,10.963000000000001
SPOR,Walter_4-1.las,pu,-9.99,1.3275,-0.20474356413421604,2.444552660707405,8911,11.3175
SPOR,Walter_5-1.las,PU,-35.4234,161.2047,39.14336389938592,22.242785115013334,8468,196.62810000000002
SPOR,Walter_6-1.las,PU,-35.4288,163.5916,38.88204318074564,20.586151206203674,8476,199.0204
SPOR,Walter_7-1.las,PU,-35.4249,90.3595,39.18011581573451,19.886226743488944,8618,125.7844
SPOR,Walter_8-1.las,pu,-9.99,0.9466,-0.1980543492695882,2.3896050539150235,9036,10.9366
SPOR,Walter_Bros._1-6.las,pu,-9.99,1.2125,-0.17169341442033745,2.3644732364091543,9126,11.2025
DT,Downing_'B'_1-1.las,USEC/FT,-1.9966,283.5482,102.60527419392388,29.811491296979753,8591,285.5448
DT,Downing_1-6.las,USEC/FT,-2.4889,173.6755,101.69343079905993,27.526991069770958,8510,176.1644
DT,Ladenburger_'A'_1-6.las,NO_UNIT,-1.9882,283.6033,102.31489899895239,28.947014994185565,8591,285.5915
DT,Ladenburger_'B'_1-6.las,NO_UNIT,-1.9983,218.3848,101.79213978356994,28.668813283665827,8594,220.3831
DT,Ladenburger_1-6.las,Unknown,-1.962,288.6354,103.02606790481718,31.728375613270302,8615,290.5974
DT,Mary_Ann_1-1.las,Unknown,-1.9867,239.5619,104.87733081239041,35.865062622231754,8555,241.54860000000002
DT,Mary_Ann_2-1.las,Unknown,-499.625,397.5618,105.89952141428402,40.98931864242846,8499,897.1868
DT,Mary_Ann_3-1.las,Unknown,-2.4969,256.2558,101.73987340135247,29.11456306859734,8429,258.7527
DT,Mary_Ann_4-1.las,USEC/FT,-2.4907,178.0451,101.3083557531504,27.409198887919757,8491,180.5358
DT,Mary_Ann_5-1.las,Unknown,-1.987,351.6265,102.71360084269664,30.596525710945397,8544,353.61350000000004
DT,Mary_Ann_6-1.las,USEC/FT,-1.9875,174.0103,101.55979815835778,27.643154851888006,8525,175.9978
DT,Mary_Ann_7-1.las,USEC/FT,-1.9978,187.4408,100.88292483531723,28.668663731760752,8653,189.4386
DT,Mary_Ann_8-1.las,USEC/FT,-1.9993,244.0944,101.63381779401367,27.622157517559366,8486,246.0937
DT,Schwerdt_1-2.las,USEC/FT,-2.486,302.7725,101.89800187218304,29.471940344149083,8653,305.25849999999997
DT,Walter_'A'_2-1.las,USEC/FT,-1.9672,207.7196,101.12518055199722,27.685985060462933,8587,209.6868
DT,Walter_1-1.las,USEC/FT,-1.9972,259.4913,106.77290015197569,36.940090808519514,8554,261.48850000000004
DT,Walter_2-1.las,USEC/FT,-2.4963,189.7835,101.30870159999999,27.48930719343014,8375,192.2798
DT,Walter_3-1.las,Unknown,-1.9972,185.1787,101.901785140469,28.317239913389365,8614,187.17589999999998
DT,Walter_4-1.las,Unknown,-2.4892,235.3029,104.21393449714013,33.91627249935122,8392,237.7921
DT,Walter_5-1.las,USEC/FT,-2.4888,275.5434,102.94383875767596,31.46421898255122,8468,278.03220000000005
DT,Walter_6-1.las,USEC/FT,-2.4964,278.9185,102.57359130486078,29.124012727094257,8476,281.4149
DT,Walter_7-1.las,USEC/FT,-2.4908,175.3683,102.9951605592945,28.134678033045223,8618,177.8591
DT,Walter_8-1.las,Unknown,-1.9653,181.4456,101.5511046067284,26.999754070282243,8531,183.41090000000003
DT,Walter_Bros._1-6.las,Unknown,-1.9967,219.0531,103.27872242438289,28.541423503445202,8629,221.0498
CNLS,Downing_'B'_1-1.las,PU,-50.0,42.5021,26.229173426110002,10.52864478049551,9054,92.5021
CNLS,Downing_1-6.las,PU,-50.0,56.33,23.321128515712058,9.787582119039032,8974,106.33
CNLS,Ladenburger_'A'_1-6.las,NO_UNIT,-5.0961,100.0,28.100861636122765,10.262855381083133,9058,105.0961
CNLS,Ladenburger_'B'_1-6.las,NO_UNIT,-50.0,42.502,26.694871223498232,10.82050928417319,9056,92.50200000000001
CNLS,Ladenburger_1-6.las,pu,-9.99,1.0,0.23352197235629665,0.6958703268743023,9116,10.99
CNLS,Mary_Ann_1-1.las,pu,-9.99,0.425,0.20622452030343594,0.7787865447113135,8964,10.415000000000001
CNLS,Mary_Ann_2-1.las,pu,-9.99,1.0,0.2187737627118644,0.7698177057268739,8850,10.99
CNLS,Mary_Ann_3-1.las,pu,-9.99,0.5402,0.185117927484333,0.7783866393975242,8936,10.5302
CNLS,Mary_Ann_4-1.las,PU,-50.0,54.4211,25.546414340002237,10.674737580597395,8947,104.4211
CNLS,Mary_Ann_5-1.las,pu,-9.99,1.0,0.22509535217487306,0.738483705422447,9058,10.99
CNLS,Mary_Ann_6-1.las,PU,-50.0,42.5021,26.47463119715176,10.584404799446185,8988,92.5021
CNLS,Mary_Ann_7-1.las,PU,-50.0,42.502,25.961542007104793,10.735408770814109,9008,92.50200000000001
CNLS,Mary_Ann_8-1.las,PU,-4.715,100.0,27.855592893854748,11.880175863042266,8950,104.715
CNLS,Walter_'A'_2-1.las,PU,-5.1079,46.3268,27.25973841269841,10.454487848796303,9135,51.4347
CNLS,Walter_1-1.las,PU,-50.0,42.5018,25.81935234713129,10.634599242128969,9011,92.5018
CNLS,Walter_2-1.las,PU,-7.0215,54.4662,25.25046816636446,10.798752658582622,8824,61.487700000000004
CNLS,Walter_3-1.las,pu,-9.99,0.425,0.21368911308203992,0.738641851571221,9020,10.415000000000001
CNLS,Walter_4-1.las,pu,-9.99,0.5554,0.18086752328582648,0.7938178703063664,8911,10.5454
CNLS,Walter_5-1.las,PU,-3.2128,55.9991,24.575034730471813,10.996458562743591,8923,59.2119
CNLS,Walter_6-1.las,PU,-50.0,56.5371,25.53846917947559,11.253599343406119,8848,106.53710000000001
CNLS,Walter_7-1.las,PU,-2.7129,56.112,23.378711045474812,10.292074508161004,8972,58.8249
CNLS,Walter_8-1.las,pu,-9.99,1.0,0.20955492474546256,0.7674292173339801,9036,10.99
CNLS,Walter_Bros._1-6.las,pu,-9.99,1.0,0.21030429541968,0.7638057979251492,9126,10.99
